timestamp,vehicle,ward,phase,location_name,latitude,longitude
2025-08-25 09:00:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.453080,77.039521
2025-08-25 09:01:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.453145,77.039622
2025-08-25 09:02:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.453492,77.039748
2025-08-25 09:03:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.453825,77.039833
2025-08-25 09:04:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.454103,77.039553
2025-08-25 09:05:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.454380,77.039272
2025-08-25 09:06:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.454659,77.038994
2025-08-25 09:07:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.454932,77.038708
2025-08-25 09:08:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.455207,77.038425
2025-08-25 09:09:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.455479,77.038138
2025-08-25 09:10:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.455752,77.037852
2025-08-25 09:11:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.456005,77.037543
2025-08-25 09:12:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.456258,77.037234
2025-08-25 09:13:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.456504,77.036918
2025-08-25 09:14:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.456753,77.036606
2025-08-25 09:15:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.457029,77.036325
2025-08-25 09:16:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.457330,77.036079
2025-08-25 09:17:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.457553,77.036285
2025-08-25 09:18:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.457748,77.036644
2025-08-25 09:19:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.457922,77.037016
2025-08-25 09:20:00,HR26EE7421,27,TRAVEL_OUT,patel nagar,28.458077,77.037398
2025-08-25 09:19:00,HR26EE7421,27,WORKING,patel nagar,28.457914,77.036994
2025-08-25 09:20:00,HR26EE7421,27,WORKING,patel nagar,28.457916,77.037008
2025-08-25 09:21:00,HR26EE7421,27,WORKING,patel nagar,28.457909,77.037016
2025-08-25 09:22:00,HR26EE7421,27,WORKING,patel nagar,28.457915,77.037024
2025-08-25 09:23:00,HR26EE7421,27,WORKING,patel nagar,28.457915,77.037030
2025-08-25 09:24:00,HR26EE7421,27,WORKING,patel nagar,28.457922,77.037043
2025-08-25 09:25:00,HR26EE7421,27,WORKING,patel nagar,28.457923,77.037046
2025-08-25 09:26:00,HR26EE7421,27,WORKING,patel nagar,28.457931,77.037059
2025-08-25 09:27:00,HR26EE7421,27,WORKING,patel nagar,28.457926,77.037067
2025-08-25 09:28:00,HR26EE7421,27,WORKING,patel nagar,28.457934,77.037076
2025-08-25 09:29:00,HR26EE7421,27,WORKING,patel nagar,28.457937,77.037082
2025-08-25 09:30:00,HR26EE7421,27,WORKING,patel nagar,28.457943,77.037094
2025-08-25 09:31:00,HR26EE7421,27,WORKING,patel nagar,28.457943,77.037100
2025-08-25 09:32:00,HR26EE7421,27,WORKING,patel nagar,28.457945,77.037115
2025-08-25 09:33:00,HR26EE7421,27,WORKING,patel nagar,28.457951,77.037115
2025-08-25 09:34:00,HR26EE7421,27,WORKING,patel nagar,28.457954,77.037133
2025-08-25 09:35:00,HR26EE7421,27,WORKING,patel nagar,28.457952,77.037132
2025-08-25 09:36:00,HR26EE7421,27,WORKING,patel nagar,28.457959,77.037149
