timestamp,vehicle,ward,phase,location_name,latitude,longitude,route_source
2025-08-25 09:00:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.450923,77.065434,mapbox_directions
2025-08-25 09:01:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.450608843005565,77.06475212730302,mapbox_directions
2025-08-25 09:02:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.44784500849499,77.06206363987526,mapbox_directions
2025-08-25 09:03:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.445058667383453,77.05940566703835,mapbox_directions
2025-08-25 09:04:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.44229264495564,77.05672151399227,mapbox_directions
2025-08-25 09:05:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.43951860379424,77.05404697294398,mapbox_directions
2025-08-25 09:06:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.436724073313822,77.05140016996656,mapbox_directions
2025-08-25 09:07:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.433960803050798,77.04871155410478,mapbox_directions
2025-08-25 09:08:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.43118954758043,77.04603440626043,mapbox_directions
2025-08-25 09:09:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.429787553970826,77.04234234263738,mapbox_directions
2025-08-25 09:10:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.428821055771138,77.03835850981383,mapbox_directions
2025-08-25 09:11:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.425882425492468,77.03803104330406,mapbox_directions
2025-08-25 09:12:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.42243646122068,77.0388879142603,mapbox_directions
2025-08-25 09:13:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.418910364581603,77.0399005408453,mapbox_directions
2025-08-25 09:14:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.41538419590762,77.04091166973136,mapbox_directions
2025-08-25 09:15:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.411863056769725,77.04194550665848,mapbox_directions
2025-08-25 09:16:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.408340695508567,77.04297468480914,mapbox_directions
2025-08-25 09:17:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.404812615625946,77.04397785731891,mapbox_directions
2025-08-25 09:18:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.401277451746918,77.04494835834967,mapbox_directions
2025-08-25 09:19:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.39772831672961,77.0458480492376,mapbox_directions
2025-08-25 09:20:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.394191793827787,77.04680396356203,mapbox_directions
2025-08-25 09:21:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.391115706043138,77.04899149466262,mapbox_directions
2025-08-25 09:22:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.387987180617248,77.05109401211422,mapbox_directions
2025-08-25 09:23:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.38477079588897,77.05301512774442,mapbox_directions
2025-08-25 09:24:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.381290095296634,77.05420685531787,mapbox_directions
2025-08-25 09:25:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.377793508667438,77.05534225881638,mapbox_directions
2025-08-25 09:26:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.374301078129935,77.05649520021822,mapbox_directions
2025-08-25 09:27:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.371249563723445,77.05763974239487,mapbox_directions
2025-08-25 09:28:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.367757817727036,77.05879518052946,mapbox_directions
2025-08-25 09:29:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.36425904902436,77.05992231162875,mapbox_directions
2025-08-25 09:30:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.36073962678491,77.06096214295587,mapbox_directions
2025-08-25 09:31:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.357212302141917,77.06196787372606,mapbox_directions
2025-08-25 09:32:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.353756288880987,77.06319483238481,mapbox_directions
2025-08-25 09:33:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.35069793657405,77.06542634016326,mapbox_directions
2025-08-25 09:34:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.34751281962761,77.06742028485078,mapbox_directions
