timestamp,vehicle,ward,phase,location_name,raw_lat,raw_lng,matched_lat,matched_lng,confidence,matched
2025-08-25 09:00:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.450923,77.065434,28.451087,77.065215,0.949439,true
2025-08-25 09:01:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.450608843005565,77.06475212730302,28.450609,77.064752,0.949439,true
2025-08-25 09:02:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.44784500849499,77.06206363987526,28.447845,77.062064,0.949439,true
2025-08-25 09:03:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.445058667383453,77.05940566703835,28.445059,77.059406,0.949439,true
2025-08-25 09:04:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.44229264495564,77.05672151399227,28.442293,77.056722,0.949439,true
2025-08-25 09:05:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.43951860379424,77.05404697294398,28.439519,77.054047,0.949439,true
2025-08-25 09:06:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.436724073313822,77.05140016996656,28.436724,77.0514,0.949439,true
2025-08-25 09:07:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.433960803050798,77.04871155410478,28.433961,77.048712,0.949439,true
2025-08-25 09:08:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.43118954758043,77.04603440626043,28.43119,77.046034,0.949439,true
2025-08-25 09:09:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.429787553970826,77.04234234263738,28.429788,77.042342,0.949439,true
2025-08-25 09:10:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.428821055771138,77.03835850981383,28.428821,77.038359,0.949439,true
2025-08-25 09:11:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.425882425492468,77.03803104330406,28.425882,77.038031,0.949439,true
2025-08-25 09:12:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.42243646122068,77.0388879142603,28.422436,77.038888,0.949439,true
2025-08-25 09:13:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.418910364581603,77.0399005408453,28.41891,77.039901,0.949439,true
2025-08-25 09:14:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.41538419590762,77.04091166973136,28.415384,77.040912,0.949439,true
2025-08-25 09:15:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.411863056769725,77.04194550665848,28.411863,77.041946,0.949439,true
2025-08-25 09:16:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.408340695508567,77.04297468480914,28.408341,77.042975,0.949439,true
2025-08-25 09:17:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.404812615625946,77.04397785731891,28.404813,77.043978,0.949439,true
2025-08-25 09:18:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.401277451746918,77.04494835834967,28.401277,77.044948,0.949439,true
2025-08-25 09:19:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.39772831672961,77.0458480492376,28.397728,77.045848,0.949439,true
2025-08-25 09:20:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.394191793827787,77.04680396356203,28.394192,77.046804,0.949439,true
2025-08-25 09:21:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.391115706043138,77.04899149466262,28.391116,77.048991,0.949439,true
2025-08-25 09:22:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.387987180617248,77.05109401211422,28.387987,77.051094,0.949439,true
2025-08-25 09:23:00,HR26DP0703,19,TRAVEL_OUT,Bhondsi,28.38477079588897,77.05301512774442,28.384771,77.053015,0.949439,true
